"(1, 2)",11.822127846986843
"(1, 3)",0.0
"(1, 4)",573.636156694459
"(1, 5)",263.96767126773034
"(1, 6)",704.569408057562
"(1, 7)",91.477975232675
"(1, 8)",310.790798700791
"(2, 1)",0.0
"(2, 3)",0.0
"(2, 4)",573.636156694459
"(2, 5)",263.96767126773034
"(2, 6)",704.569408057562
"(2, 7)",91.477975232675
"(2, 8)",310.790798700791
"(3, 1)",0.0
"(3, 2)",11.822127846986843
"(3, 4)",573.636156694459
"(3, 5)",263.96767126773034
"(3, 6)",704.569408057562
"(3, 7)",91.477975232675
"(3, 8)",310.790798700791
"(4, 1)",0.0
"(4, 2)",11.822127846986843
"(4, 3)",0.0
"(4, 5)",263.96767126773034
"(4, 6)",704.569408057562
"(4, 7)",91.477975232675
"(4, 8)",310.790798700791
"(5, 1)",0.0
"(5, 2)",11.822127846986843
"(5, 3)",0.0
"(5, 4)",573.636156694459
"(5, 6)",704.569408057562
"(5, 7)",91.477975232675
"(5, 8)",310.790798700791
"(6, 1)",0.0
"(6, 2)",11.822127846986843
"(6, 3)",0.0
"(6, 4)",573.636156694459
"(6, 5)",263.96767126773034
"(6, 7)",91.477975232675
"(6, 8)",310.790798700791
"(7, 1)",0.0
"(7, 2)",11.822127846986843
"(7, 3)",0.0
"(7, 4)",573.636156694459
"(7, 5)",263.96767126773034
"(7, 6)",704.569408057562
"(7, 8)",310.790798700791
"(8, 1)",2099.7216732574307
"(8, 2)",0.0
"(8, 3)",0.0
"(8, 4)",1491.0461188603424
"(8, 5)",59.38199942990956
"(8, 6)",412.65851106457035
"(8, 7)",146.66646392942107
