"(1, 2)",14.539585910358582
"(1, 3)",0
"(1, 4)",549.1472915487916
"(1, 5)",268.4997382213706
"(1, 6)",700.1537045745811
"(1, 7)",178.80129226887968
"(1, 8)",331.11613145849867
"(2, 1)",956.7473624454384
"(2, 3)",0
"(2, 4)",568.3581572601947
"(2, 5)",246.26660614902127
"(2, 6)",665.0744429615784
"(2, 7)",113.54228942914207
"(2, 8)",279.8531076449147
"(3, 1)",985.7632380450907
"(3, 2)",14.539585910358582
"(3, 4)",549.9568340468431
"(3, 5)",231.25063996630595
"(3, 6)",745.6580205345003
"(3, 7)",129.7556796591542
"(3, 8)",231.33394842843373
"(4, 1)",944.6390598681323
"(4, 2)",14.539585910358582
"(4, 3)",0
"(4, 5)",248.1174116055814
"(4, 6)",788.0618263967729
"(4, 7)",39.73226943461369
"(4, 8)",324.37170685546573
"(5, 1)",1074.987189521696
"(5, 2)",14.539585910358582
"(5, 3)",0
"(5, 4)",522.277420496461
"(5, 6)",657.1110432056796
"(5, 7)",189.67649280858015
"(5, 8)",355.0369666075279
"(6, 1)",1044.5924665801533
"(6, 2)",14.539585910358582
"(6, 3)",0
"(6, 4)",686.2546443835447
"(6, 5)",302.55800280377326
"(6, 7)",113.48477974959255
"(6, 8)",215.75531301930803
"(7, 1)",944.8080050930417
"(7, 2)",14.539585910358582
"(7, 3)",0
"(7, 4)",595.1044903646934
"(7, 5)",395.88116607599414
"(7, 6)",636.5601133147879
"(7, 8)",274.98656744823256
"(8, 1)",0
"(8, 2)",1072.1174970401155
"(8, 3)",0
"(8, 4)",1603.496627321228
"(8, 5)",384.32089528637556
"(8, 6)",972.7410935241602
"(8, 7)",298.87976018071606
