"(1, 4)",477.41828223839633
"(1, 20)",456.3228604390886
"(1, 10)",422.52228563686907
"(1, 17)",422.52228563686907
"(1, 21)",422.52228563686907
"(1, 25)",422.52228563686907
"(1, 26)",422.52228563686907
"(4, 1)",900.0
"(4, 20)",456.3228604390886
"(4, 10)",422.52228563686907
"(4, 17)",422.52228563686907
"(4, 21)",422.52228563686907
"(4, 25)",422.52228563686907
"(4, 26)",422.52228563686907
"(20, 1)",649.0543051408919
"(20, 4)",695.9119186403875
"(20, 10)",242.32394831169557
"(20, 17)",422.52228563686907
"(20, 21)",422.52228563686907
"(20, 25)",422.52228563686907
"(20, 26)",422.52228563686907
"(10, 1)",0
"(10, 4)",900.0
"(10, 20)",0
"(10, 17)",422.52228563686907
"(10, 21)",422.52228563686907
"(10, 25)",422.52228563686907
"(10, 26)",422.52228563686907
"(17, 1)",649.0543051408919
"(17, 4)",695.9119186403875
"(17, 20)",900.0
"(17, 10)",242.32394831169557
"(17, 21)",422.52228563686907
"(17, 25)",422.52228563686907
"(17, 26)",422.52228563686907
"(21, 1)",649.0543051408919
"(21, 4)",695.9119186403875
"(21, 20)",900.0
"(21, 10)",242.32394831169557
"(21, 17)",422.52228563686907
"(21, 25)",422.52228563686907
"(21, 26)",422.52228563686907
"(25, 1)",35.373486509368774
"(25, 4)",73.1699338102915
"(25, 20)",198.21517991324828
"(25, 10)",900.0
"(25, 17)",422.52228563686907
"(25, 21)",422.52228563686907
"(25, 26)",422.52228563686907
"(26, 1)",35.373486509368774
"(26, 4)",73.1699338102915
"(26, 20)",198.21517991324828
"(26, 10)",900.0
"(26, 17)",422.52228563686907
"(26, 21)",422.52228563686907
"(26, 25)",422.52228563686907
