"(1, 4)",124.49442133595676
"(1, 20)",55.72102344759844
"(1, 10)",97.79841365845974
"(1, 17)",7.257179627225309
"(1, 21)",0
"(1, 25)",8.200158605968419
"(1, 26)",7.257179627225309
"(4, 1)",968.6960879427403
"(4, 20)",55.72102344759844
"(4, 10)",86.99497371041357
"(4, 17)",7.257179627225309
"(4, 21)",0
"(4, 25)",71.86434059626177
"(4, 26)",7.257179627225309
"(20, 1)",208.94431090327856
"(20, 4)",106.15015010444947
"(20, 10)",20.42664544862884
"(20, 17)",7.257179627225309
"(20, 21)",230.54688951151817
"(20, 25)",55.508893459410174
"(20, 26)",7.257179627225309
"(10, 1)",0
"(10, 4)",933.5053754919384
"(10, 20)",0
"(10, 17)",0
"(10, 21)",0
"(10, 25)",0
"(10, 26)",0
"(17, 1)",316.3672658078806
"(17, 4)",98.96519499221962
"(17, 20)",962.9467094696411
"(17, 10)",20.42664544862884
"(17, 21)",176.6789236164843
"(17, 25)",8.200158605968419
"(17, 26)",7.257179627225309
"(21, 1)",230.12102742477992
"(21, 4)",98.96519499221962
"(21, 20)",979.2117112340974
"(21, 10)",20.42664544862884
"(21, 17)",7.257179627225309
"(21, 25)",8.200158605968419
"(21, 26)",7.257179627225309
"(25, 1)",0
"(25, 4)",0
"(25, 20)",0
"(25, 10)",1042.204388287343
"(25, 17)",616.623908948025
"(25, 21)",979.9978575483447
"(25, 26)",77.02487876713698
"(26, 1)",0
"(26, 4)",0
"(26, 20)",0
"(26, 10)",1044.7350401564768
"(26, 17)",688.1234614852533
"(26, 21)",912.404625511861
"(26, 25)",243.07352183278425
