"(1, 2)",85.29950422072544
"(1, 3)",74.23622677621121
"(1, 4)",537.7800909075737
"(1, 5)",114.14077123076845
"(1, 6)",687.7691229753988
"(1, 7)",94.50127674242299
"(1, 8)",245.85910741051455
"(2, 1)",933.6996484655596
"(2, 3)",104.1510592655469
"(2, 4)",577.3494920918685
"(2, 5)",298.5229103376561
"(2, 6)",660.6720480567018
"(2, 7)",183.1978437787062
"(2, 8)",219.50862727727653
"(3, 1)",1084.0287193357087
"(3, 2)",85.29950422072544
"(3, 4)",574.3378188267869
"(3, 5)",221.29610519010365
"(3, 6)",673.9568942566574
"(3, 7)",49.872831498042494
"(3, 8)",321.68952451054645
"(4, 1)",988.2758716768767
"(4, 2)",85.29950422072544
"(4, 3)",102.74661099484922
"(4, 5)",149.04328568025667
"(4, 6)",694.9142706886342
"(4, 7)",1.4732294701501303
"(4, 8)",386.1128257772772
"(5, 1)",1072.7873160368156
"(5, 2)",85.29950422072544
"(5, 3)",42.77647216632423
"(5, 4)",433.5229293627496
"(5, 6)",703.5983608779457
"(5, 7)",134.7658248370099
"(5, 8)",247.51481336607563
"(6, 1)",1046.968542227686
"(6, 2)",85.29950422072544
"(6, 3)",74.10895437544265
"(6, 4)",459.9456514334659
"(6, 5)",293.63936396940716
"(6, 7)",107.03233330959935
"(6, 8)",283.7333265708586
"(7, 1)",914.7060527665915
"(7, 2)",85.29950422072544
"(7, 3)",38.19910602252427
"(7, 4)",538.2600874295953
"(7, 5)",301.1501843586022
"(7, 6)",634.4564819526819
"(7, 8)",385.3390744075763
"(8, 1)",0
"(8, 2)",1004.3471705944241
"(8, 3)",0
"(8, 4)",1165.0375935155168
"(8, 5)",0.9302920163305348
"(8, 6)",398.4894624044733
"(8, 7)",1.2792173581688413
